task,planner,budget,n,score_mean,score_se,score_best,feasibility_rate,source_csv
bged_hard_H12_A6_S120,evolutionary,10000,20,13232.232483077747,0.0,13232.232483077747,1.0,results/large_scale_calibrated_multiseed_bged_hard_governed_wowa_balanced_raw.csv
bged_hard_H12_A6_S120,open_loop_mcts,10000,20,13438.626937670964,15.804216415474812,13294.73125559266,1.0,results/large_scale_calibrated_multiseed_bged_hard_governed_wowa_balanced_raw.csv
bsp_hard_H6_A6_S120,random,100,20,771.5824622521732,98.8977628247934,586.1955360675294,0.9,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H6_A6_S120,beam,100,20,592.7552387488133,0.6150804336701599,591.5646187783985,0.75,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H6_A6_S120,cem,100,20,766.4265091257681,122.08523696327129,584.9336161770564,0.8,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H6_A6_S120,evolutionary,100,20,806.928253583893,114.18727067511252,584.0472676825581,0.65,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H6_A6_S120,open_loop_mcts,100,20,1608.4882438097968,217.9609274295437,584.1674505292694,0.9,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H6_A6_S120,random,500,20,588.0975553077097,1.0492239655605786,583.5364905840331,0.95,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H6_A6_S120,beam,500,20,583.5364905840331,0.0,583.5364905840331,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H6_A6_S120,cem,500,20,587.423351030018,0.558938545361686,583.7768562774565,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H6_A6_S120,evolutionary,500,20,589.5318078435014,2.2011878846706403,584.0472676825581,0.85,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H6_A6_S120,open_loop_mcts,500,20,1608.4882438097968,217.9609274295437,584.1674505292694,0.9,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H6_A6_S120,random,1000,20,585.6374682325534,0.43366550089893463,583.5364905840331,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H6_A6_S120,beam,1000,20,583.5364905840331,0.0,583.5364905840331,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H6_A6_S120,cem,1000,20,586.0256153468806,0.5550342227322494,583.5364905840331,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H6_A6_S120,evolutionary,1000,20,587.784620768054,1.474011825153286,583.7768562774565,0.85,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H6_A6_S120,open_loop_mcts,1000,20,1608.4882438097968,217.9609274295437,584.1674505292694,0.9,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H6_A6_S120,random,5000,20,584.0652951095647,0.08181016050528696,583.5364905840331,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H6_A6_S120,beam,5000,20,583.5364905840331,0.0,583.5364905840331,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H6_A6_S120,cem,5000,20,584.0903561682219,0.24106397676289543,583.5364905840331,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H6_A6_S120,evolutionary,5000,20,584.8170229988705,0.41845776257767,583.5364905840331,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H6_A6_S120,open_loop_mcts,5000,20,1608.4882438097968,217.9609274295437,584.1674505292694,0.9,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H6_A6_S120,random,10000,20,583.9766602601148,0.07953904227731805,583.5364905840331,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H6_A6_S120,beam,10000,20,583.5364905840331,0.0,583.5364905840331,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H6_A6_S120,cem,10000,20,584.0903561682219,0.24106397676289543,583.5364905840331,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H6_A6_S120,evolutionary,10000,20,584.0212205388973,0.3056063092691004,583.5364905840331,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H6_A6_S120,open_loop_mcts,10000,20,1608.4882438097968,217.9609274295437,584.1674505292694,0.9,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H8_A6_S120,random,100,20,477.1111655255982,22.246871141269953,353.84020903300535,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H8_A6_S120,beam,100,20,355.9931025826182,0.0,355.9931025826182,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H8_A6_S120,cem,100,20,457.69674110771257,19.143138338604473,354.184252711002,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H8_A6_S120,evolutionary,100,20,458.8208344684013,21.230472299537944,355.5903442645527,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H8_A6_S120,open_loop_mcts,100,20,482.1011048830702,19.385797156789653,356.367332772912,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H8_A6_S120,random,500,20,415.6494709292104,18.123733437931698,353.84020903300535,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H8_A6_S120,beam,500,20,355.09495012591333,0.0,355.09495012591333,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H8_A6_S120,cem,500,20,357.8406648606425,0.5447967305456055,354.0620748007026,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H8_A6_S120,evolutionary,500,20,356.2862444993411,0.44693076474807464,354.01716717786735,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H8_A6_S120,open_loop_mcts,500,20,482.1011048830702,19.385797156789653,356.367332772912,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H8_A6_S120,random,1000,20,384.9033536865518,12.556389751955898,353.84020903300535,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H8_A6_S120,beam,1000,20,355.09495012591333,0.0,355.09495012591333,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H8_A6_S120,cem,1000,20,348.28717199235405,7.437270191539981,207.1030626755069,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H8_A6_S120,evolutionary,1000,20,355.24726601799745,0.351517224313151,352.9992610602683,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H8_A6_S120,open_loop_mcts,1000,20,482.1011048830702,19.385797156789653,356.367332772912,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H8_A6_S120,random,5000,20,348.7794632243648,7.451898444216517,207.4030013923827,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H8_A6_S120,beam,5000,20,355.09495012591333,0.0,355.09495012591333,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H8_A6_S120,cem,5000,20,229.1195414025549,11.965853090605938,207.1030626755069,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H8_A6_S120,evolutionary,5000,20,251.1846342084902,15.433833760315377,207.1030626755069,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H8_A6_S120,open_loop_mcts,5000,20,482.1011048830702,19.385797156789653,356.367332772912,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H8_A6_S120,random,10000,20,347.9810729691984,7.406111160226166,207.4030013923827,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H8_A6_S120,beam,10000,20,355.09495012591333,0.0,355.09495012591333,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H8_A6_S120,cem,10000,20,229.1195414025549,11.965853090605938,207.1030626755069,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H8_A6_S120,evolutionary,10000,20,221.69268251398302,10.04126502640953,207.1030626755069,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H8_A6_S120,open_loop_mcts,10000,20,482.1011048830702,19.385797156789653,356.367332772912,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H10_A6_S120,random,100,20,482.5919491248608,38.18238264553712,84.83431267083274,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H10_A6_S120,beam,100,20,543.36810879986,0.0,543.36810879986,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H10_A6_S120,cem,100,20,153.55831209850822,27.997159079145444,73.43679884606252,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H10_A6_S120,evolutionary,100,20,312.60601495803246,49.00055849306422,72.85134636500652,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H10_A6_S120,open_loop_mcts,100,20,204.87697906307272,43.76242071720151,76.85191679544235,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H10_A6_S120,random,500,20,201.8329768960684,39.72816179485341,73.39176403982745,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H10_A6_S120,beam,500,20,79.60586619453963,0.0,79.60586619453963,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H10_A6_S120,cem,500,20,78.05841082276996,0.797742763445387,72.52109111928257,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H10_A6_S120,evolutionary,500,20,75.10021025474828,0.4721087677978633,71.83055742367796,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H10_A6_S120,open_loop_mcts,500,20,204.65294171133934,43.76573305175858,76.85191679544235,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H10_A6_S120,random,1000,20,109.51053638083631,17.547235923483665,73.39176403982745,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H10_A6_S120,beam,1000,20,79.60586619453963,0.0,79.60586619453963,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H10_A6_S120,cem,1000,20,73.38966936224386,0.30746349777537313,70.23544487871268,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H10_A6_S120,evolutionary,1000,20,73.64711437853181,0.430602145729236,71.32016295301374,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H10_A6_S120,open_loop_mcts,1000,20,204.65294171133934,43.76573305175858,76.85191679544235,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H10_A6_S120,random,5000,20,76.82330435882449,0.4699244777739576,73.39176403982745,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H10_A6_S120,beam,5000,20,79.60586619453963,0.0,79.60586619453963,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H10_A6_S120,cem,5000,20,69.35220623263412,0.1353587446358091,69.03451671244385,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H10_A6_S120,evolutionary,5000,20,70.92814003770765,0.3525651184948282,69.03451671244385,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H10_A6_S120,open_loop_mcts,5000,20,204.65294171133934,43.76573305175858,76.85191679544235,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H10_A6_S120,random,10000,20,75.4105759708083,0.3384986555522148,72.1307894652452,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H10_A6_S120,beam,10000,20,79.60586619453963,0.0,79.60586619453963,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H10_A6_S120,cem,10000,20,69.35220623263412,0.1353587446358091,69.03451671244385,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H10_A6_S120,evolutionary,10000,20,70.13605792701328,0.23661352569445215,69.03451671244385,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H10_A6_S120,open_loop_mcts,10000,20,204.65294171133934,43.76573305175858,76.85191679544235,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H12_A6_S120,random,100,20,617.4591920220043,48.1042718514594,86.99776398958342,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H12_A6_S120,beam,100,20,572.9123235750661,0.0,572.9123235750661,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H12_A6_S120,cem,100,20,192.6514269695109,48.98312315448535,42.96743931789361,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H12_A6_S120,evolutionary,100,20,455.2413274570088,52.29173198274169,73.22898212639522,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H12_A6_S120,open_loop_mcts,100,20,228.892010542403,51.35734475226181,39.85734171921537,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H12_A6_S120,random,500,20,445.2333579027612,45.383287284262046,67.81527585713755,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H12_A6_S120,beam,500,20,84.09533217013586,0.0,84.09533217013586,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H12_A6_S120,cem,500,20,56.891135399578154,1.9003267031967055,40.88249370550202,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H12_A6_S120,evolutionary,500,20,43.47732235954211,1.368343585281299,37.42740510621222,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H12_A6_S120,open_loop_mcts,500,20,60.82011368149971,2.920324927625803,39.16735971799224,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H12_A6_S120,random,1000,20,371.8991556872642,51.66491195755658,67.81527585713755,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H12_A6_S120,beam,1000,20,61.70199515116434,0.0,61.70199515116434,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H12_A6_S120,cem,1000,20,39.892093575797816,0.5127962335538041,35.46343211322362,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H12_A6_S120,evolutionary,1000,20,38.51612615395234,0.537659255039409,35.61313608080851,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H12_A6_S120,open_loop_mcts,1000,20,60.82011368149971,2.920324927625803,39.16735971799224,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H12_A6_S120,random,5000,20,69.59507782465658,2.8132548644400104,41.99708324853965,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H12_A6_S120,beam,5000,20,61.70199515116434,0.0,61.70199515116434,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H12_A6_S120,cem,5000,20,33.769493156706595,0.15762598801686273,33.14302061565776,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H12_A6_S120,evolutionary,5000,20,34.72909734811335,0.3555368946110386,33.442428550827536,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H12_A6_S120,open_loop_mcts,5000,20,60.82011368149971,2.920324927625803,39.16735971799224,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H12_A6_S120,random,10000,20,63.36963105155509,2.509334764204477,41.99708324853965,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H12_A6_S120,beam,10000,20,61.70199515116434,0.0,61.70199515116434,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H12_A6_S120,cem,10000,20,33.75826535913773,0.15615839146797844,33.14302061565776,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H12_A6_S120,evolutionary,10000,20,34.21322858800637,0.3625572494264619,33.14302061565776,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
bsp_hard_H12_A6_S120,open_loop_mcts,10000,20,60.82011368149971,2.920324927625803,39.16735971799224,1.0,results/large_scale_calibrated_multiseed_bsp_hard_governed_wowa_balanced_raw.csv
